,Link,Contents,User,Type,Intent,PIC
146,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,"💢Nhà 2MT đường 5m5 lề 3m, có sân vườn rộng đẹp
-3P ngủ 3WC 1P bếp 1 gác lững gỗ làm phòng thờ . 1 phòng khách rộng để trống có thể mở kinh doanh CF vườn hoặc siêu thị mini . Làm văn phòng hay kho đều ok . Nói chung vừa ở - vừa kinh doanh tốt .
Đối diệ",https://www.facebook.com/100008179121099,comment,,
147,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,"đầu tư nhơn trạch thì lh m,",https://www.facebook.com/100005036862804,comment,,
148,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,A là a ko quan tâm nha e,https://www.facebook.com/100036257013541,comment,,
149,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,,https://www.facebook.com/100003927453507,comment,,
150,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,Sao giá đắt thế em?,https://www.facebook.com/100008179743331,comment,,
151,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,"Giá chỉ : 21tr/m2

☎️ Liên hệ ngay HOTLINE : 0905998294.",https://www.facebook.com/100036349269278,comment,,
152,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,Giá cao quá em,https://www.facebook.com/100001734724325,comment,,
153,https://www.facebook.com/groups/mogivietnam/permalink/2306842222684821,Dự án xa quá. A hk đầu tư,https://www.facebook.com/100032507779072,comment,,
154,https://www.facebook.com/groups/mogivietnam/permalink/2310152249020485,.,https://www.facebook.com/100013581001517,comment,,
155,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Giá sao cậu,https://www.facebook.com/100014750855679,comment,,
156,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Xin giá nhé bạn,https://www.facebook.com/100000124803218,comment,,
157,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,gửi đầy đủ qa mes cho mình đi.,https://www.facebook.com/100002126859998,comment,,
158,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Giá s vậy a.,https://www.facebook.com/100005515689701,comment,,
159,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,e mua giới nhà đất .. chị cho e thêm ít thông tin chi tiết nhá,https://www.facebook.com/100008621190589,comment,,
160,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,,https://www.facebook.com/100023298083321,comment,,
161,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,,https://www.facebook.com/100013097673025,comment,,
162,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Cho thông tin giá,https://www.facebook.com/100008783015717,comment,,
163,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Ibx ttin chị,https://www.facebook.com/100001458164373,comment,,
164,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,cho thông tin giá,https://www.facebook.com/100027718608729,comment,,
165,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Ib thông tin,https://www.facebook.com/100005422956403,comment,,
166,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Nhieu vay,https://www.facebook.com/100027011537587,comment,,
167,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,.,https://www.facebook.com/100000124803218,comment,,
168,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,DV công chứng và sang tên sổ đỏ lh 0936812625,https://www.facebook.com/100023216492011,comment,,
169,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,miếng này bao nhiêu ạ,https://www.facebook.com/100006176130588,comment,,
170,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,ib minh nha,https://www.facebook.com/100003880841494,comment,,
171,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,ib mình với,https://www.facebook.com/100005053899814,comment,,
172,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Ib minh gia nha,https://www.facebook.com/1004441922,comment,,
173,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,ib giá.,https://www.facebook.com/100000092391075,comment,,
174,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,ib gia,https://www.facebook.com/100005430613452,comment,,
175,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Kh cần hỗ trợ vay inb em nhed,https://www.facebook.com/100008037435202,comment,,
176,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,"Giá chỉ : 21tr/m2

☎️ Liên hệ ngay HOTLINE : 0905998294.",https://www.facebook.com/100012254048013,comment,,
177,https://www.facebook.com/groups/mogivietnam/permalink/2306378482731195,Ib em giá với chị,https://www.facebook.com/100004442081645,comment,,
178,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,có cái 3 tỷ nè bạn,https://www.facebook.com/100027383715554,comment,,
179,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"5x16m 1 trệt 2 lầu 1 chuồng cu sân thượng trước sau, hẻm xe hơi. P11, Bình Thạnh, 2 xẹt Phan Văn Trị. SHR. Nhà cũ rồi nhưng còn rất kiên cố. Giá bán 9 tỷ còn thương lượng.",https://www.facebook.com/100003083582939,comment,,
180,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"*** KẸT TIỀN KÝ BÁN ***
+ Giá 3 tỷ (TL nhẹ).
+ Nhà 2// Vạn Kiếp, P3, Q. Bình Thạnh.",https://www.facebook.com/100027383715554,comment,,
181,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,Nhà nát và cấp 4 Bích có mấy căn nhé.,https://www.facebook.com/100013723540791,comment,,
182,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,sau 1 can mt bui đinh túy 4.55x18.47. 4 lau. 9ty,https://www.facebook.com/100006562593659,comment,,
183,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"Đất Thương Mại Dịch Vụ ven biển Tiến Thành
Diện tích 100 đến 130m2 ( Quy mô 300 nền )
Giá chỉ 600/nền",https://www.facebook.com/100024947702713,comment,,
184,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"Cần bán mặt tiền Nguyễn Khuyến,phường 12, quận Bình Thạnh
Nhà cũ đã tháo dỡ, tiện xây mới
Dt: 3,9 x 17 ( Nh 8m) dtcn 92m",https://www.facebook.com/100003732681509,comment,,
185,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"Nhà củ hẽm trần bình trọng,ngang 6,5×13 nở hậu 7m,đg rộng ,giá 8,7ty",https://www.facebook.com/100034758486416,comment,,
186,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,,https://www.facebook.com/100034758486416,comment,,
187,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"🌹Nhà đẹp hẻm xe hơi Nơ Trang Long- BÌnh Thanh
* DT: ( ngang: 4 x dài: 17) , cn : 70.5m2
* Nhà đẹp mới tinh, trệt, 3 lầu , 5 PN, 6 WC",https://www.facebook.com/100012588319630,comment,,
188,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,2 mặt tiền điện biên phủ . nhà nát . 5x10 . giá 10.5 tỷ . 0932645472,https://www.facebook.com/100010255532277,comment,,
189,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,Chủ nhà cần tiền gấp từ 8ty5 xuống còn 7ty5.....ai có nhu cầu đừng bỏ lỡ.....cơ hội đầu tư.....hxh quay đầu p21 bình thạnh,https://www.facebook.com/100003658307924,comment,,
190,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,đc ib,https://www.facebook.com/100000272178559,comment,,
191,https://www.facebook.com/groups/mogivietnam/permalink/2308284312540612,"Hơn 130tr/m2 MT Nơ Trang Long
Trời ơi tin được hông ? 😱
Còn 1 nền duy nhất cơ hội cho anh chị đầu tư sinh lời cực kì cao 💶💶💶
Địa",https://www.facebook.com/100004481434744,comment,,
192,https://www.facebook.com/groups/mogivietnam/permalink/2310002885702088,e đưa căn ndc chưa ?,https://www.facebook.com/100001716287968,comment,,
193,https://www.facebook.com/groups/mogivietnam/permalink/2310002885702088,"Nhà hẻm cmt8, q10, 2.9*12, sổ đầy đủ, 1tret, 2 lầu, 3pn, 2wc. 3ty8.",https://www.facebook.com/100000078174187,comment,,
194,https://www.facebook.com/groups/mogivietnam/permalink/2310002885702088,"• Chính chủ cần bán nhanh nhà 1 Trệt 1 Lầu Hẻm 156 đường Bình Thới Q11. Hẻm lớn 4m xe taxi ra vào quay đầu được. DT 3,8 x 5,4 có sân trước để xe máy.

• Hẻm rộng thông thoáng, không ngập nước khu vực yên tĩnh, an ninh có camera quanh khu vực.",https://www.facebook.com/100003820997179,comment,,
